Prompt,Entities
"Allow access for IP ""255.107.249.245"" from ""11.186.105.254"" source and ""WAN"" zone to ""WAN"" zone with Service ""HTTP""","{""IP"": [""255.107.249.245"", ""11.186.105.254""], ""SourceZone"": ""WAN"", ""DestinationZone"": ""WAN"", ""Service"": ""HTTP""}"
"Allow access for IP ""242.103.143.183"" from ""199.237.197.232"" source and ""WAN"" zone to ""WAN"" zone with Service ""Any""","{""IP"": [""242.103.143.183"", ""199.237.197.232""], ""SourceZone"": ""WAN"", ""DestinationZone"": ""WAN"", ""Service"": ""Any""}"
"Allow access for IP ""23.189.138.86"" from ""183.194.53.225"" source and ""WAN"" zone to ""LAN"" zone with Service ""Telnet""","{""IP"": [""23.189.138.86"", ""183.194.53.225""], ""SourceZone"": ""WAN"", ""DestinationZone"": ""LAN"", ""Service"": ""Telnet""}"
"Allow access for IP ""61.99.62.164"" from ""172.212.34.12"" source and ""DMZ"" zone to ""WAN"" zone with Service ""Telnet""","{""IP"": [""61.99.62.164"", ""172.212.34.12""], ""SourceZone"": ""DMZ"", ""DestinationZone"": ""WAN"", ""Service"": ""Telnet""}"
"Allow access for IP ""60.27.208.81"" from ""30.113.203.17"" source and ""WAN"" zone to ""LAN"" zone with Service ""RDP""","{""IP"": [""60.27.208.81"", ""30.113.203.17""], ""SourceZone"": ""WAN"", ""DestinationZone"": ""LAN"", ""Service"": ""RDP""}"
"Allow access for IP ""252.140.188.189"" from ""225.242.116.21"" source and ""DMZ"" zone to ""DMZ"" zone with Service ""SSH""","{""IP"": [""252.140.188.189"", ""225.242.116.21""], ""SourceZone"": ""DMZ"", ""DestinationZone"": ""DMZ"", ""Service"": ""SSH""}"
"Allow access for IP ""113.151.215.211"" from ""83.226.32.86"" source and ""LAN"" zone to ""WAN"" zone with Service ""Any""","{""IP"": [""113.151.215.211"", ""83.226.32.86""], ""SourceZone"": ""LAN"", ""DestinationZone"": ""WAN"", ""Service"": ""Any""}"
"Allow access for IP ""199.124.220.76"" from ""130.117.34.69"" source and ""WAN"" zone to ""LAN"" zone with Service ""RDP""","{""IP"": [""199.124.220.76"", ""130.117.34.69""], ""SourceZone"": ""WAN"", ""DestinationZone"": ""LAN"", ""Service"": ""RDP""}"
"Allow access for IP ""14.151.99.84"" from ""209.83.252.213"" source and ""WAN"" zone to ""WAN"" zone with Service ""FTP""","{""IP"": [""14.151.99.84"", ""209.83.252.213""], ""SourceZone"": ""WAN"", ""DestinationZone"": ""WAN"", ""Service"": ""FTP""}"
"Allow access for IP ""143.160.93.200"" from ""76.185.125.17"" source and ""LAN"" zone to ""LAN"" zone with Service ""FTP""","{""IP"": [""143.160.93.200"", ""76.185.125.17""], ""SourceZone"": ""LAN"", ""DestinationZone"": ""LAN"", ""Service"": ""FTP""}"
"Allow access for IP ""126.166.186.234"" from ""204.35.189.94"" source and ""DMZ"" zone to ""WAN"" zone with Service ""FTP""","{""IP"": [""126.166.186.234"", ""204.35.189.94""], ""SourceZone"": ""DMZ"", ""DestinationZone"": ""WAN"", ""Service"": ""FTP""}"
"Allow access for IP ""87.245.5.49"" from ""221.171.234.171"" source and ""WAN"" zone to ""LAN"" zone with Service ""Telnet""","{""IP"": [""87.245.5.49"", ""221.171.234.171""], ""SourceZone"": ""WAN"", ""DestinationZone"": ""LAN"", ""Service"": ""Telnet""}"
"Allow access for IP ""101.45.119.176"" from ""239.104.136.75"" source and ""DMZ"" zone to ""WAN"" zone with Service ""HTTP""","{""IP"": [""101.45.119.176"", ""239.104.136.75""], ""SourceZone"": ""DMZ"", ""DestinationZone"": ""WAN"", ""Service"": ""HTTP""}"
"Allow access for IP ""54.150.11.93"" from ""43.17.151.224"" source and ""DMZ"" zone to ""WAN"" zone with Service ""Any""","{""IP"": [""54.150.11.93"", ""43.17.151.224""], ""SourceZone"": ""DMZ"", ""DestinationZone"": ""WAN"", ""Service"": ""Any""}"
"Allow access for IP ""99.63.146.73"" from ""192.164.200.105"" source and ""LAN"" zone to ""LAN"" zone with Service ""Telnet""","{""IP"": [""99.63.146.73"", ""192.164.200.105""], ""SourceZone"": ""LAN"", ""DestinationZone"": ""LAN"", ""Service"": ""Telnet""}"
"Allow access for IP ""55.49.102.16"" from ""76.156.65.200"" source and ""DMZ"" zone to ""LAN"" zone with Service ""HTTP""","{""IP"": [""55.49.102.16"", ""76.156.65.200""], ""SourceZone"": ""DMZ"", ""DestinationZone"": ""LAN"", ""Service"": ""HTTP""}"
"Allow access for IP ""121.32.98.102"" from ""170.101.89.5"" source and ""DMZ"" zone to ""LAN"" zone with Service ""FTP""","{""IP"": [""121.32.98.102"", ""170.101.89.5""], ""SourceZone"": ""DMZ"", ""DestinationZone"": ""LAN"", ""Service"": ""FTP""}"
"Allow access for IP ""231.240.158.168"" from ""65.115.12.223"" source and ""WAN"" zone to ""WAN"" zone with Service ""SSH""","{""IP"": [""231.240.158.168"", ""65.115.12.223""], ""SourceZone"": ""WAN"", ""DestinationZone"": ""WAN"", ""Service"": ""SSH""}"
"Allow access for IP ""88.101.138.175"" from ""129.87.51.144"" source and ""LAN"" zone to ""LAN"" zone with Service ""Telnet""","{""IP"": [""88.101.138.175"", ""129.87.51.144""], ""SourceZone"": ""LAN"", ""DestinationZone"": ""LAN"", ""Service"": ""Telnet""}"
"Allow access for IP ""253.112.3.221"" from ""218.87.176.136"" source and ""DMZ"" zone to ""DMZ"" zone with Service ""SSH""","{""IP"": [""253.112.3.221"", ""218.87.176.136""], ""SourceZone"": ""DMZ"", ""DestinationZone"": ""DMZ"", ""Service"": ""SSH""}"
"Allow access for IP ""101.78.201.184"" from ""61.203.3.172"" source and ""LAN"" zone to ""LAN"" zone with Service ""Any""","{""IP"": [""101.78.201.184"", ""61.203.3.172""], ""SourceZone"": ""LAN"", ""DestinationZone"": ""LAN"", ""Service"": ""Any""}"
"Allow access for IP ""32.65.232.117"" from ""47.132.34.178"" source and ""DMZ"" zone to ""DMZ"" zone with Service ""Telnet""","{""IP"": [""32.65.232.117"", ""47.132.34.178""], ""SourceZone"": ""DMZ"", ""DestinationZone"": ""DMZ"", ""Service"": ""Telnet""}"
"Allow access for IP ""55.183.129.47"" from ""156.81.47.162"" source and ""WAN"" zone to ""DMZ"" zone with Service ""RDP""","{""IP"": [""55.183.129.47"", ""156.81.47.162""], ""SourceZone"": ""WAN"", ""DestinationZone"": ""DMZ"", ""Service"": ""RDP""}"
"Allow access for IP ""80.50.226.63"" from ""99.93.252.121"" source and ""WAN"" zone to ""DMZ"" zone with Service ""Any""","{""IP"": [""80.50.226.63"", ""99.93.252.121""], ""SourceZone"": ""WAN"", ""DestinationZone"": ""DMZ"", ""Service"": ""Any""}"
"Allow access for IP ""98.73.10.62"" from ""175.196.82.232"" source and ""LAN"" zone to ""WAN"" zone with Service ""FTP""","{""IP"": [""98.73.10.62"", ""175.196.82.232""], ""SourceZone"": ""LAN"", ""DestinationZone"": ""WAN"", ""Service"": ""FTP""}"
"Allow access for IP ""130.221.116.170"" from ""228.215.135.99"" source and ""LAN"" zone to ""DMZ"" zone with Service ""Telnet""","{""IP"": [""130.221.116.170"", ""228.215.135.99""], ""SourceZone"": ""LAN"", ""DestinationZone"": ""DMZ"", ""Service"": ""Telnet""}"
"Allow access for IP ""148.58.109.172"" from ""22.6.4.79"" source and ""DMZ"" zone to ""LAN"" zone with Service ""RDP""","{""IP"": [""148.58.109.172"", ""22.6.4.79""], ""SourceZone"": ""DMZ"", ""DestinationZone"": ""LAN"", ""Service"": ""RDP""}"
"Allow access for IP ""77.212.195.100"" from ""18.163.222.106"" source and ""DMZ"" zone to ""LAN"" zone with Service ""RDP""","{""IP"": [""77.212.195.100"", ""18.163.222.106""], ""SourceZone"": ""DMZ"", ""DestinationZone"": ""LAN"", ""Service"": ""RDP""}"
"Allow access for IP ""160.253.129.29"" from ""53.211.198.142"" source and ""WAN"" zone to ""DMZ"" zone with Service ""FTP""","{""IP"": [""160.253.129.29"", ""53.211.198.142""], ""SourceZone"": ""WAN"", ""DestinationZone"": ""DMZ"", ""Service"": ""FTP""}"
"Allow access for IP ""73.139.174.162"" from ""188.124.28.21"" source and ""DMZ"" zone to ""WAN"" zone with Service ""FTP""","{""IP"": [""73.139.174.162"", ""188.124.28.21""], ""SourceZone"": ""DMZ"", ""DestinationZone"": ""WAN"", ""Service"": ""FTP""}"
"Allow access for IP ""57.89.137.215"" from ""211.83.26.63"" source and ""LAN"" zone to ""WAN"" zone with Service ""Any""","{""IP"": [""57.89.137.215"", ""211.83.26.63""], ""SourceZone"": ""LAN"", ""DestinationZone"": ""WAN"", ""Service"": ""Any""}"
"Allow access for IP ""99.157.132.163"" from ""180.136.40.148"" source and ""DMZ"" zone to ""LAN"" zone with Service ""Telnet""","{""IP"": [""99.157.132.163"", ""180.136.40.148""], ""SourceZone"": ""DMZ"", ""DestinationZone"": ""LAN"", ""Service"": ""Telnet""}"
"Allow access for IP ""98.49.9.33"" from ""80.63.184.28"" source and ""LAN"" zone to ""DMZ"" zone with Service ""FTP""","{""IP"": [""98.49.9.33"", ""80.63.184.28""], ""SourceZone"": ""LAN"", ""DestinationZone"": ""DMZ"", ""Service"": ""FTP""}"
"Allow access for IP ""221.138.211.159"" from ""187.79.45.225"" source and ""DMZ"" zone to ""DMZ"" zone with Service ""Any""","{""IP"": [""221.138.211.159"", ""187.79.45.225""], ""SourceZone"": ""DMZ"", ""DestinationZone"": ""DMZ"", ""Service"": ""Any""}"
"Allow access for IP ""195.109.107.133"" from ""27.77.141.115"" source and ""LAN"" zone to ""DMZ"" zone with Service ""RDP""","{""IP"": [""195.109.107.133"", ""27.77.141.115""], ""SourceZone"": ""LAN"", ""DestinationZone"": ""DMZ"", ""Service"": ""RDP""}"
"Allow access for IP ""73.183.94.73"" from ""21.74.139.170"" source and ""LAN"" zone to ""DMZ"" zone with Service ""HTTP""","{""IP"": [""73.183.94.73"", ""21.74.139.170""], ""SourceZone"": ""LAN"", ""DestinationZone"": ""DMZ"", ""Service"": ""HTTP""}"
"Allow access for IP ""155.209.72.195"" from ""6.232.184.246"" source and ""LAN"" zone to ""DMZ"" zone with Service ""Telnet""","{""IP"": [""155.209.72.195"", ""6.232.184.246""], ""SourceZone"": ""LAN"", ""DestinationZone"": ""DMZ"", ""Service"": ""Telnet""}"
"Allow access for IP ""48.27.127.14"" from ""218.147.77.62"" source and ""WAN"" zone to ""WAN"" zone with Service ""Telnet""","{""IP"": [""48.27.127.14"", ""218.147.77.62""], ""SourceZone"": ""WAN"", ""DestinationZone"": ""WAN"", ""Service"": ""Telnet""}"
"Allow access for IP ""229.9.82.148"" from ""212.86.40.126"" source and ""WAN"" zone to ""WAN"" zone with Service ""HTTPS""","{""IP"": [""229.9.82.148"", ""212.86.40.126""], ""SourceZone"": ""WAN"", ""DestinationZone"": ""WAN"", ""Service"": ""HTTPS""}"
"Allow access for IP ""236.175.130.79"" from ""95.129.252.30"" source and ""WAN"" zone to ""LAN"" zone with Service ""Telnet""","{""IP"": [""236.175.130.79"", ""95.129.252.30""], ""SourceZone"": ""WAN"", ""DestinationZone"": ""LAN"", ""Service"": ""Telnet""}"
"Allow access for IP ""66.98.159.49"" from ""115.103.146.115"" source and ""DMZ"" zone to ""WAN"" zone with Service ""RDP""","{""IP"": [""66.98.159.49"", ""115.103.146.115""], ""SourceZone"": ""DMZ"", ""DestinationZone"": ""WAN"", ""Service"": ""RDP""}"
"Allow access for IP ""173.215.170.3"" from ""191.177.54.96"" source and ""DMZ"" zone to ""LAN"" zone with Service ""RDP""","{""IP"": [""173.215.170.3"", ""191.177.54.96""], ""SourceZone"": ""DMZ"", ""DestinationZone"": ""LAN"", ""Service"": ""RDP""}"
"Allow access for IP ""96.229.41.59"" from ""212.246.39.248"" source and ""DMZ"" zone to ""WAN"" zone with Service ""HTTPS""","{""IP"": [""96.229.41.59"", ""212.246.39.248""], ""SourceZone"": ""DMZ"", ""DestinationZone"": ""WAN"", ""Service"": ""HTTPS""}"
"Allow access for IP ""211.140.21.67"" from ""29.117.160.106"" source and ""DMZ"" zone to ""WAN"" zone with Service ""Telnet""","{""IP"": [""211.140.21.67"", ""29.117.160.106""], ""SourceZone"": ""DMZ"", ""DestinationZone"": ""WAN"", ""Service"": ""Telnet""}"
"Allow access for IP ""237.81.210.204"" from ""249.149.55.48"" source and ""LAN"" zone to ""DMZ"" zone with Service ""SSH""","{""IP"": [""237.81.210.204"", ""249.149.55.48""], ""SourceZone"": ""LAN"", ""DestinationZone"": ""DMZ"", ""Service"": ""SSH""}"
"Allow access for IP ""171.87.75.214"" from ""112.23.141.50"" source and ""DMZ"" zone to ""DMZ"" zone with Service ""HTTP""","{""IP"": [""171.87.75.214"", ""112.23.141.50""], ""SourceZone"": ""DMZ"", ""DestinationZone"": ""DMZ"", ""Service"": ""HTTP""}"
"Allow access for IP ""240.76.221.10"" from ""250.142.50.170"" source and ""DMZ"" zone to ""WAN"" zone with Service ""HTTPS""","{""IP"": [""240.76.221.10"", ""250.142.50.170""], ""SourceZone"": ""DMZ"", ""DestinationZone"": ""WAN"", ""Service"": ""HTTPS""}"
"Allow access for IP ""75.111.71.14"" from ""180.82.43.233"" source and ""WAN"" zone to ""LAN"" zone with Service ""SSH""","{""IP"": [""75.111.71.14"", ""180.82.43.233""], ""SourceZone"": ""WAN"", ""DestinationZone"": ""LAN"", ""Service"": ""SSH""}"
"Allow access for IP ""239.17.178.86"" from ""199.216.86.157"" source and ""LAN"" zone to ""WAN"" zone with Service ""FTP""","{""IP"": [""239.17.178.86"", ""199.216.86.157""], ""SourceZone"": ""LAN"", ""DestinationZone"": ""WAN"", ""Service"": ""FTP""}"
"Allow access for IP ""221.235.95.226"" from ""97.45.68.35"" source and ""WAN"" zone to ""DMZ"" zone with Service ""HTTPS""","{""IP"": [""221.235.95.226"", ""97.45.68.35""], ""SourceZone"": ""WAN"", ""DestinationZone"": ""DMZ"", ""Service"": ""HTTPS""}"
"Allow access for IP ""166.224.242.190"" from ""112.183.135.124"" source and ""WAN"" zone to ""WAN"" zone with Service ""Any""","{""IP"": [""166.224.242.190"", ""112.183.135.124""], ""SourceZone"": ""WAN"", ""DestinationZone"": ""WAN"", ""Service"": ""Any""}"
"Allow access for IP ""187.164.112.188"" from ""92.242.186.240"" source and ""DMZ"" zone to ""WAN"" zone with Service ""FTP""","{""IP"": [""187.164.112.188"", ""92.242.186.240""], ""SourceZone"": ""DMZ"", ""DestinationZone"": ""WAN"", ""Service"": ""FTP""}"
"Allow access for IP ""41.129.212.49"" from ""198.23.135.189"" source and ""LAN"" zone to ""WAN"" zone with Service ""RDP""","{""IP"": [""41.129.212.49"", ""198.23.135.189""], ""SourceZone"": ""LAN"", ""DestinationZone"": ""WAN"", ""Service"": ""RDP""}"
"Allow access for IP ""75.69.178.20"" from ""59.26.182.237"" source and ""LAN"" zone to ""WAN"" zone with Service ""HTTPS""","{""IP"": [""75.69.178.20"", ""59.26.182.237""], ""SourceZone"": ""LAN"", ""DestinationZone"": ""WAN"", ""Service"": ""HTTPS""}"
"Allow access for IP ""19.169.65.132"" from ""115.178.246.194"" source and ""LAN"" zone to ""WAN"" zone with Service ""HTTPS""","{""IP"": [""19.169.65.132"", ""115.178.246.194""], ""SourceZone"": ""LAN"", ""DestinationZone"": ""WAN"", ""Service"": ""HTTPS""}"
"Allow access for IP ""124.92.150.120"" from ""187.156.116.212"" source and ""DMZ"" zone to ""WAN"" zone with Service ""Any""","{""IP"": [""124.92.150.120"", ""187.156.116.212""], ""SourceZone"": ""DMZ"", ""DestinationZone"": ""WAN"", ""Service"": ""Any""}"
"Allow access for IP ""100.230.107.216"" from ""183.224.150.250"" source and ""LAN"" zone to ""LAN"" zone with Service ""HTTPS""","{""IP"": [""100.230.107.216"", ""183.224.150.250""], ""SourceZone"": ""LAN"", ""DestinationZone"": ""LAN"", ""Service"": ""HTTPS""}"
"Allow access for IP ""227.150.198.73"" from ""182.101.90.249"" source and ""WAN"" zone to ""WAN"" zone with Service ""Telnet""","{""IP"": [""227.150.198.73"", ""182.101.90.249""], ""SourceZone"": ""WAN"", ""DestinationZone"": ""WAN"", ""Service"": ""Telnet""}"
"Allow access for IP ""103.88.231.22"" from ""216.31.120.224"" source and ""WAN"" zone to ""LAN"" zone with Service ""SSH""","{""IP"": [""103.88.231.22"", ""216.31.120.224""], ""SourceZone"": ""WAN"", ""DestinationZone"": ""LAN"", ""Service"": ""SSH""}"
"Allow access for IP ""183.227.27.25"" from ""97.117.63.93"" source and ""LAN"" zone to ""DMZ"" zone with Service ""HTTPS""","{""IP"": [""183.227.27.25"", ""97.117.63.93""], ""SourceZone"": ""LAN"", ""DestinationZone"": ""DMZ"", ""Service"": ""HTTPS""}"
"Allow access for IP ""229.13.196.75"" from ""233.196.102.247"" source and ""DMZ"" zone to ""LAN"" zone with Service ""RDP""","{""IP"": [""229.13.196.75"", ""233.196.102.247""], ""SourceZone"": ""DMZ"", ""DestinationZone"": ""LAN"", ""Service"": ""RDP""}"
"Allow access for IP ""181.168.168.35"" from ""84.245.91.172"" source and ""LAN"" zone to ""DMZ"" zone with Service ""Any""","{""IP"": [""181.168.168.35"", ""84.245.91.172""], ""SourceZone"": ""LAN"", ""DestinationZone"": ""DMZ"", ""Service"": ""Any""}"
"Allow access for IP ""82.18.139.14"" from ""46.132.148.184"" source and ""WAN"" zone to ""LAN"" zone with Service ""HTTPS""","{""IP"": [""82.18.139.14"", ""46.132.148.184""], ""SourceZone"": ""WAN"", ""DestinationZone"": ""LAN"", ""Service"": ""HTTPS""}"
"Allow access for IP ""124.51.97.187"" from ""212.56.111.172"" source and ""DMZ"" zone to ""LAN"" zone with Service ""HTTP""","{""IP"": [""124.51.97.187"", ""212.56.111.172""], ""SourceZone"": ""DMZ"", ""DestinationZone"": ""LAN"", ""Service"": ""HTTP""}"
"Allow access for IP ""14.142.208.253"" from ""113.176.162.55"" source and ""LAN"" zone to ""LAN"" zone with Service ""HTTPS""","{""IP"": [""14.142.208.253"", ""113.176.162.55""], ""SourceZone"": ""LAN"", ""DestinationZone"": ""LAN"", ""Service"": ""HTTPS""}"
"Allow access for IP ""79.32.134.200"" from ""131.206.61.45"" source and ""WAN"" zone to ""DMZ"" zone with Service ""SSH""","{""IP"": [""79.32.134.200"", ""131.206.61.45""], ""SourceZone"": ""WAN"", ""DestinationZone"": ""DMZ"", ""Service"": ""SSH""}"
"Allow access for IP ""210.242.109.217"" from ""153.193.31.148"" source and ""WAN"" zone to ""LAN"" zone with Service ""Any""","{""IP"": [""210.242.109.217"", ""153.193.31.148""], ""SourceZone"": ""WAN"", ""DestinationZone"": ""LAN"", ""Service"": ""Any""}"
"Allow access for IP ""121.105.196.160"" from ""58.61.8.87"" source and ""DMZ"" zone to ""LAN"" zone with Service ""HTTP""","{""IP"": [""121.105.196.160"", ""58.61.8.87""], ""SourceZone"": ""DMZ"", ""DestinationZone"": ""LAN"", ""Service"": ""HTTP""}"
"Allow access for IP ""113.131.231.83"" from ""65.26.204.45"" source and ""WAN"" zone to ""WAN"" zone with Service ""HTTP""","{""IP"": [""113.131.231.83"", ""65.26.204.45""], ""SourceZone"": ""WAN"", ""DestinationZone"": ""WAN"", ""Service"": ""HTTP""}"
"Allow access for IP ""156.143.152.163"" from ""151.217.85.107"" source and ""WAN"" zone to ""LAN"" zone with Service ""SSH""","{""IP"": [""156.143.152.163"", ""151.217.85.107""], ""SourceZone"": ""WAN"", ""DestinationZone"": ""LAN"", ""Service"": ""SSH""}"
"Allow access for IP ""195.151.110.16"" from ""165.46.106.197"" source and ""DMZ"" zone to ""DMZ"" zone with Service ""Telnet""","{""IP"": [""195.151.110.16"", ""165.46.106.197""], ""SourceZone"": ""DMZ"", ""DestinationZone"": ""DMZ"", ""Service"": ""Telnet""}"
"Allow access for IP ""162.41.23.48"" from ""222.86.195.172"" source and ""DMZ"" zone to ""DMZ"" zone with Service ""HTTPS""","{""IP"": [""162.41.23.48"", ""222.86.195.172""], ""SourceZone"": ""DMZ"", ""DestinationZone"": ""DMZ"", ""Service"": ""HTTPS""}"
"Allow access for IP ""117.141.92.111"" from ""131.225.121.206"" source and ""LAN"" zone to ""DMZ"" zone with Service ""HTTP""","{""IP"": [""117.141.92.111"", ""131.225.121.206""], ""SourceZone"": ""LAN"", ""DestinationZone"": ""DMZ"", ""Service"": ""HTTP""}"
"Allow access for IP ""21.46.233.26"" from ""247.87.235.2"" source and ""LAN"" zone to ""WAN"" zone with Service ""HTTP""","{""IP"": [""21.46.233.26"", ""247.87.235.2""], ""SourceZone"": ""LAN"", ""DestinationZone"": ""WAN"", ""Service"": ""HTTP""}"
"Allow access for IP ""89.210.242.208"" from ""90.199.254.108"" source and ""DMZ"" zone to ""LAN"" zone with Service ""SSH""","{""IP"": [""89.210.242.208"", ""90.199.254.108""], ""SourceZone"": ""DMZ"", ""DestinationZone"": ""LAN"", ""Service"": ""SSH""}"
"Allow access for IP ""246.134.175.1"" from ""46.124.127.45"" source and ""WAN"" zone to ""LAN"" zone with Service ""Telnet""","{""IP"": [""246.134.175.1"", ""46.124.127.45""], ""SourceZone"": ""WAN"", ""DestinationZone"": ""LAN"", ""Service"": ""Telnet""}"
"Allow access for IP ""214.246.211.153"" from ""149.171.211.131"" source and ""WAN"" zone to ""WAN"" zone with Service ""HTTPS""","{""IP"": [""214.246.211.153"", ""149.171.211.131""], ""SourceZone"": ""WAN"", ""DestinationZone"": ""WAN"", ""Service"": ""HTTPS""}"
"Allow access for IP ""49.132.252.164"" from ""216.120.154.237"" source and ""DMZ"" zone to ""WAN"" zone with Service ""RDP""","{""IP"": [""49.132.252.164"", ""216.120.154.237""], ""SourceZone"": ""DMZ"", ""DestinationZone"": ""WAN"", ""Service"": ""RDP""}"
